path,lossy,source,content_type,frame_reduction_class,ssim_control,ssim_cell,comp_control,comp_cell,d_ssim,d_comp,divergence_score,flag
/Users/lachlants/Documents/GIFs/Email/https___emaillove-assets.b-cdn.net_users_1549882357414475228_assets_a26c0f08-3436-4171-b794-9df4354c05f4.gif,60,real,,none,1.0,0.7398826031327104,1.0,0.7289500639251124,-0.26011739686728963,-0.2710499360748876,0.010932539207597958,
/Users/lachlants/Documents/GIFs/Email/https___hs-8497520.f.hubspotemail.net_hub_8497520_hubfs_Untitled-1-2.gif_upscale=true&width=1600&upscale=true&name=Untitled-1-2.gif,40,real,,none,1.0,0.9994992438999608,1.0,0.9907118073744726,-0.0005007561000391902,-0.00928819262552738,0.00878743652548819,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_U85BQH_images_62374738-3a10-492c-84ab-094056628261.gif,60,real,,none,1.0,0.63315209434613,1.0,0.6405096778678606,-0.36684790565387004,-0.3594903221321394,0.0073575835217306595,
/tmp/giflab_divergence_synth/static_minimal_change.gif,60,synthetic,static_plus,none,1.0,0.6942603289971656,1.0,0.7011159107879952,-0.3057396710028344,-0.2988840892120048,0.006855581790829568,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_XuesTp_images_81e639fe-ffdc-4687-83b3-f42d101636f1.gif,20,real,,none,1.0,0.9999100508458608,1.0,0.9932030432094971,-8.994915413917948e-05,-0.0067969567905028505,0.006707007636363671,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_melbournetheatre_emails_mkt-gift-vouchers-dec-2024_gv-850-x-500.gif,20,real,,none,1.0,0.9997880796999986,1.0,0.9931895165732312,-0.00021192030000138917,-0.006810483426768821,0.006598563126767432,
/Users/lachlants/Documents/GIFs/Email/https___hs-8497520.f.hubspotemail.net_hub_8497520_hubfs_Untitled-1-2.gif_upscale=true&width=1600&upscale=true&name=Untitled-1-2.gif,20,real,,none,1.0,0.999692670680235,1.0,0.993670308949571,-0.0003073293197649596,-0.0063296910504290205,0.006022361730664061,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_adelaidefestival_emails_mkt-insider-first-announce-monday_coming-soon.gif,60,real,,none,1.0,0.9996174001337792,1.0,0.9938661906705004,-0.0003825998662208008,-0.006133809329499584,0.005751209463278784,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_adelaidefestival_emails_mkt-insider-first-announce-monday_coming-soon.gif,40,real,,none,1.0,0.9994904607845004,1.0,0.994359284583191,-0.0005095392154995659,-0.005640715416808995,0.005131176201309429,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_PRQPAU_images_e3182442-56c5-4bea-8470-13c36fcfe37d.gif,60,real,,none,1.0,0.6757307417277496,1.0,0.6711446877008682,-0.3242692582722504,-0.3288553122991318,0.004586054026881392,
/tmp/giflab_divergence_synth/mixed_content.gif,60,synthetic,mixed,none,1.0,0.9999493609883712,1.0,0.9981122542597382,-5.0639011628828e-05,-0.001887745740261848,0.00183710672863302,
/tmp/giflab_divergence_synth/mixed_content.gif,20,synthetic,mixed,none,1.0,0.9999493609883712,1.0,0.9981122542597382,-5.0639011628828e-05,-0.001887745740261848,0.00183710672863302,
/tmp/giflab_divergence_synth/mixed_content.gif,40,synthetic,mixed,none,1.0,0.9999493609883712,1.0,0.9981122542597382,-5.0639011628828e-05,-0.001887745740261848,0.00183710672863302,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_adelaidefestival_emails_mkt-insider-first-announce-monday_coming-soon.gif,20,real,,none,1.0,0.9999700332254692,1.0,0.998971282898142,-2.996677453082075e-05,-0.0010287171018580343,0.0009987503273272136,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_02daa6a2f0aa90cc9c88c656e_images_f19df0a2-38b1-de19-799b-da8e75ea341e (1).gif,20,real,,none,1.0,0.9999950178649816,1.0,0.999865579063244,-4.9821350184275914e-06,-0.00013442093675597455,0.00012943880173754696,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_02daa6a2f0aa90cc9c88c656e_images_f19df0a2-38b1-de19-799b-da8e75ea341e (1).gif,40,real,,none,1.0,0.9999950178649816,1.0,0.999865579063244,-4.9821350184275914e-06,-0.00013442093675597455,0.00012943880173754696,
/Users/lachlants/Documents/GIFs/Email/unnamed copy 9.gif,20,real,,none,1.0,0.9999999974874684,1.0,0.9999958020839236,-2.512531627196779e-09,-4.197916076420505e-06,4.195403544793308e-06,
/Users/lachlants/Documents/GIFs/Email/frankgreen.gif,20,real,,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_malthousetheatre_emails_ew-2024-season-2025-on-sale_season-launch-header.gif,40,real,,dedup,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
"/Users/lachlants/Documents/GIFs/Email/https___content.app-us1.com_cdn-cgi_image_format=auto,onerror=redirect,width=650,dpr=2,fit=scale-down_3rZo7_2024_06_11_7aa17b6e-87da-4d40-8a29-94d4985416b4.gif",20,real,,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/long_animation.gif,40,synthetic,motion,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_malthousetheatre_emails_ew-2024-season-2025-on-sale_season-launch-header.gif,60,real,,dedup,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/transitions.gif,20,synthetic,morph,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/extended_animation.gif,60,synthetic,motion,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/long_animation.gif,60,synthetic,motion,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/extended_animation.gif,40,synthetic,motion,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/long_animation.gif,20,synthetic,motion,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/data_visualization.gif,60,synthetic,charts,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/data_visualization.gif,20,synthetic,charts,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/extended_animation.gif,20,synthetic,motion,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_malthousetheatre_emails_ew-2024-season-2025-on-sale_season-launch-header.gif,20,real,,dedup,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/few_colors.gif,40,synthetic,minimal,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/transitions.gif,40,synthetic,morph,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/transitions.gif,60,synthetic,morph,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/few_colors.gif,20,synthetic,minimal,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/geometric_patterns.gif,60,synthetic,geometric,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/geometric_patterns.gif,40,synthetic,geometric,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/geometric_patterns.gif,20,synthetic,geometric,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/high_contrast.gif,60,synthetic,contrast,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/high_contrast.gif,40,synthetic,contrast,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/data_visualization.gif,40,synthetic,charts,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_PRQPAU_images_e3182442-56c5-4bea-8470-13c36fcfe37d.gif,20,real,,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/solid_blocks.gif,60,synthetic,solid,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/solid_blocks.gif,40,synthetic,solid,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/solid_blocks.gif,20,synthetic,solid,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail20.com_ei_i_BB_C90_815_csimport_SCRIBE-POST-20240725-Banner-970x250-01.163107.gif,20,real,,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___image.e.lululemon.com_lib_fe35117171640578761370_m_1_wk37+Send+1+Tues_Email_01_HeroImage.gif,20,real,,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/animation_heavy.gif,20,synthetic,motion,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/animation_heavy.gif,40,synthetic,motion,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/animation_heavy.gif,60,synthetic,motion,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/high_frequency_detail.gif,60,synthetic,detail,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/high_frequency_detail.gif,40,synthetic,detail,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/high_frequency_detail.gif,20,synthetic,detail,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/static_minimal_change.gif,40,synthetic,static_plus,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_ecbf79257dbc62cf7c2c5a87e_images_080698a6-a86b-e589-8c4e-8342710f4597.gif,20,real,,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___darkmofo.s3.amazonaws.com_2025_edm_08042025_cross-160px.gif,60,real,,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___darkmofo.s3.amazonaws.com_2025_edm_08042025_cross-160px.gif,40,real,,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___darkmofo.s3.amazonaws.com_2025_edm_08042025_cross-160px.gif,20,real,,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/few_colors.gif,60,synthetic,minimal,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/static_minimal_change.gif,20,synthetic,static_plus,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_52cce2d9ba60a58f04e3e10db_images_6d8b9be8-1e1b-e177-908c-14a16e11041c.gif,20,real,,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
/tmp/giflab_divergence_synth/high_contrast.gif,20,synthetic,contrast,none,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
